"22.04 10:54:03,010|" initCMEM hat status: input: RemTime: 4000, Datei: 'cmem.log'. 
"22.04 10:54:39,171|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:54:39,171|" getClient hat status: Client gefunden. 
"22.04 10:54:39,171|" clientIsValid hat status: input: ClientSecs: 851273, RemTime: 4000. 
"22.04 10:54:39,171|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,171|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851273,867000},26}. 
"22.04 10:54:39,171|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,187|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 0. 
"22.04 10:54:39,187|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:39,234|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:54:39,234|" getClient hat status: Client gefunden. 
"22.04 10:54:39,234|" clientIsValid hat status: input: ClientSecs: 851273, RemTime: 4000. 
"22.04 10:54:39,234|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,234|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851273,898000},26}. 
"22.04 10:54:39,234|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,249|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 0. 
"22.04 10:54:39,249|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:39,265|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:54:39,265|" getClient hat status: Client gefunden. 
"22.04 10:54:39,265|" clientIsValid hat status: input: ClientSecs: 851273, RemTime: 4000. 
"22.04 10:54:39,265|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,265|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851273,945000},26}. 
"22.04 10:54:39,265|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,280|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 0. 
"22.04 10:54:39,280|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:39,343|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:54:39,343|" getClient hat status: Client gefunden. 
"22.04 10:54:39,343|" clientIsValid hat status: input: ClientSecs: 851274, RemTime: 4000. 
"22.04 10:54:39,343|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,343|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851274,7000},26}. 
"22.04 10:54:39,343|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,343|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 0. 
"22.04 10:54:39,343|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:39,390|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:54:39,390|" getClient hat status: Client gefunden. 
"22.04 10:54:39,390|" clientIsValid hat status: input: ClientSecs: 851274, RemTime: 4000. 
"22.04 10:54:39,390|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,390|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851274,54000},26}. 
"22.04 10:54:39,390|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,405|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 0. 
"22.04 10:54:39,405|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:39,405|" getClientNNr hat status: input: ClientId: <7602.93.0>. 
"22.04 10:54:39,405|" getClient hat status: Client gefunden. 
"22.04 10:54:39,405|" clientIsValid hat status: input: ClientSecs: 851274, RemTime: 4000. 
"22.04 10:54:39,405|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,405|" getClientNNr hat status: ClientIsValid: {<7602.93.0>,{1492,851274,85000},26}. 
"22.04 10:54:39,405|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,421|" updateClient hat status: input: ClientId: <7602.93.0>, NNr: 0. 
"22.04 10:54:39,421|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:39,452|" getClientNNr hat status: input: ClientId: <7602.108.0>. 
"22.04 10:54:39,452|" getClient hat status: Client gefunden. 
"22.04 10:54:39,452|" clientIsValid hat status: input: ClientSecs: 851274, RemTime: 4000. 
"22.04 10:54:39,452|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,452|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851274,148000},26}. 
"22.04 10:54:39,452|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,468|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 0. 
"22.04 10:54:39,468|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:39,499|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:54:39,499|" getClient hat status: Client gefunden. 
"22.04 10:54:39,499|" clientIsValid hat status: input: ClientSecs: 851274, RemTime: 4000. 
"22.04 10:54:39,499|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:39,499|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851274,179000},26}. 
"22.04 10:54:39,499|" getClientNNr hat status: ExpectedNNR Result: 27. 
"22.04 10:54:39,514|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 0. 
"22.04 10:54:39,514|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:41,028|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:54:41,028|" getClient hat status: Client gefunden. 
"22.04 10:54:41,028|" clientIsValid hat status: input: ClientSecs: 851275, RemTime: 4000. 
"22.04 10:54:41,028|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:41,028|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851275,973000},0}. 
"22.04 10:54:41,028|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:41,199|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 199. 
"22.04 10:54:41,199|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:41,402|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:54:41,402|" getClient hat status: Client gefunden. 
"22.04 10:54:41,402|" clientIsValid hat status: input: ClientSecs: 851276, RemTime: 4000. 
"22.04 10:54:41,402|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:41,402|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851276,176000},0}. 
"22.04 10:54:41,402|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:41,433|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 199. 
"22.04 10:54:41,433|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:41,449|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:54:41,449|" getClient hat status: Client gefunden. 
"22.04 10:54:41,449|" clientIsValid hat status: input: ClientSecs: 851276, RemTime: 4000. 
"22.04 10:54:41,449|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:41,449|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851276,238000},0}. 
"22.04 10:54:41,449|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:41,464|" updateClient hat status: input: ClientId: <7602.81.0>, NNr: 199. 
"22.04 10:54:41,464|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:41,636|" getClientNNr hat status: input: ClientId: <7602.84.0>. 
"22.04 10:54:41,636|" getClient hat status: Client gefunden. 
"22.04 10:54:41,636|" clientIsValid hat status: input: ClientSecs: 851276, RemTime: 4000. 
"22.04 10:54:41,636|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:41,636|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851276,425000},0}. 
"22.04 10:54:41,636|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:41,667|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 203. 
"22.04 10:54:41,667|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:41,776|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:54:41,776|" getClient hat status: Client gefunden. 
"22.04 10:54:41,776|" clientIsValid hat status: input: ClientSecs: 851276, RemTime: 4000. 
"22.04 10:54:41,776|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:41,776|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851276,550000},0}. 
"22.04 10:54:41,776|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:41,792|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 210. 
"22.04 10:54:41,792|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:41,995|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:54:41,995|" getClient hat status: Client gefunden. 
"22.04 10:54:41,995|" clientIsValid hat status: input: ClientSecs: 851276, RemTime: 4000. 
"22.04 10:54:41,995|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:41,995|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851276,800000},0}. 
"22.04 10:54:41,995|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:42,010|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 264. 
"22.04 10:54:42,010|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:42,073|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:54:42,073|" getClient hat status: Client gefunden. 
"22.04 10:54:42,073|" clientIsValid hat status: input: ClientSecs: 851276, RemTime: 4000. 
"22.04 10:54:42,073|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:42,073|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851276,878000},0}. 
"22.04 10:54:42,073|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:42,088|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 264. 
"22.04 10:54:42,088|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:42,198|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:54:42,198|" getClient hat status: Client gefunden. 
"22.04 10:54:42,198|" clientIsValid hat status: input: ClientSecs: 851277, RemTime: 4000. 
"22.04 10:54:42,198|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:42,198|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851277,18000},0}. 
"22.04 10:54:42,198|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:42,338|" updateClient hat status: input: ClientId: <7602.86.0>, NNr: 264. 
"22.04 10:54:42,338|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:42,588|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:54:42,588|" getClient hat status: Client gefunden. 
"22.04 10:54:42,588|" clientIsValid hat status: input: ClientSecs: 851277, RemTime: 4000. 
"22.04 10:54:42,588|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:42,588|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851277,174000},0}. 
"22.04 10:54:42,588|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:42,806|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 264. 
"22.04 10:54:42,806|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:43,336|" getClientNNr hat status: input: ClientId: <7602.95.0>. 
"22.04 10:54:43,336|" getClient hat status: Client gefunden. 
"22.04 10:54:43,336|" clientIsValid hat status: input: ClientSecs: 851277, RemTime: 4000. 
"22.04 10:54:43,336|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:43,336|" getClientNNr hat status: ClientIsValid: {<7602.95.0>,{1492,851277,751000},0}. 
"22.04 10:54:43,336|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:43,336|" updateClient hat status: input: ClientId: <7602.95.0>, NNr: 264. 
"22.04 10:54:43,336|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:43,585|" getClientNNr hat status: input: ClientId: <7602.91.0>. 
"22.04 10:54:43,585|" getClient hat status: Client gefunden. 
"22.04 10:54:43,585|" clientIsValid hat status: input: ClientSecs: 851278, RemTime: 4000. 
"22.04 10:54:43,585|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:43,585|" getClientNNr hat status: ClientIsValid: {<7602.91.0>,{1492,851278,48000},0}. 
"22.04 10:54:43,585|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:43,601|" updateClient hat status: input: ClientId: <7602.91.0>, NNr: 264. 
"22.04 10:54:43,601|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:43,726|" getClientNNr hat status: input: ClientId: <7602.89.0>. 
"22.04 10:54:43,726|" getClient hat status: Client gefunden. 
"22.04 10:54:43,726|" clientIsValid hat status: input: ClientSecs: 851278, RemTime: 4000. 
"22.04 10:54:43,726|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:43,726|" getClientNNr hat status: ClientIsValid: {<7602.89.0>,{1492,851278,1000},0}. 
"22.04 10:54:43,726|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:43,742|" updateClient hat status: input: ClientId: <7602.89.0>, NNr: 264. 
"22.04 10:54:43,742|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,163|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:54:44,163|" getClient hat status: Client gefunden. 
"22.04 10:54:44,163|" clientIsValid hat status: input: ClientSecs: 851278, RemTime: 4000. 
"22.04 10:54:44,163|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,163|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851278,875000},0}. 
"22.04 10:54:44,163|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,179|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 270. 
"22.04 10:54:44,179|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,272|" getClientNNr hat status: input: ClientId: <7602.99.0>. 
"22.04 10:54:44,272|" getClient hat status: Client gefunden. 
"22.04 10:54:44,272|" clientIsValid hat status: input: ClientSecs: 851278, RemTime: 4000. 
"22.04 10:54:44,272|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,272|" getClientNNr hat status: ClientIsValid: {<7602.99.0>,{1492,851278,953000},0}. 
"22.04 10:54:44,272|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,272|" updateClient hat status: input: ClientId: <7602.99.0>, NNr: 272. 
"22.04 10:54:44,272|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,288|" getClientNNr hat status: input: ClientId: <7602.102.0>. 
"22.04 10:54:44,288|" getClient hat status: Client gefunden. 
"22.04 10:54:44,288|" clientIsValid hat status: input: ClientSecs: 851278, RemTime: 4000. 
"22.04 10:54:44,288|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,288|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851278,906000},0}. 
"22.04 10:54:44,288|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,288|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 272. 
"22.04 10:54:44,288|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,304|" getClientNNr hat status: input: ClientId: <7602.96.0>. 
"22.04 10:54:44,304|" getClient hat status: Client gefunden. 
"22.04 10:54:44,304|" clientIsValid hat status: input: ClientSecs: 851279, RemTime: 4000. 
"22.04 10:54:44,304|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,304|" getClientNNr hat status: ClientIsValid: {<7602.96.0>,{1492,851279,0},0}. 
"22.04 10:54:44,304|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,304|" updateClient hat status: input: ClientId: <7602.96.0>, NNr: 272. 
"22.04 10:54:44,304|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,319|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:54:44,319|" getClient hat status: Client gefunden. 
"22.04 10:54:44,319|" clientIsValid hat status: input: ClientSecs: 851279, RemTime: 4000. 
"22.04 10:54:44,319|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,319|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851279,187000},0}. 
"22.04 10:54:44,319|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,335|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 272. 
"22.04 10:54:44,335|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,335|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:54:44,335|" getClient hat status: Client gefunden. 
"22.04 10:54:44,335|" clientIsValid hat status: input: ClientSecs: 851279, RemTime: 4000. 
"22.04 10:54:44,335|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,335|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851279,140000},0}. 
"22.04 10:54:44,335|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,335|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 272. 
"22.04 10:54:44,335|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,382|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:54:44,382|" getClient hat status: Client gefunden. 
"22.04 10:54:44,382|" clientIsValid hat status: input: ClientSecs: 851279, RemTime: 4000. 
"22.04 10:54:44,382|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,382|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851279,249000},0}. 
"22.04 10:54:44,382|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,397|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 279. 
"22.04 10:54:44,397|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,413|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:54:44,413|" getClient hat status: Client gefunden. 
"22.04 10:54:44,413|" clientIsValid hat status: input: ClientSecs: 851279, RemTime: 4000. 
"22.04 10:54:44,413|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,413|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851279,280000},0}. 
"22.04 10:54:44,413|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:54:44,427|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 279. 
"22.04 10:54:44,427|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:54:44,522|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:54:44,522|" getClient hat status: Client gefunden. 
"22.04 10:54:44,522|" clientIsValid hat status: input: ClientSecs: 851279, RemTime: 4000. 
"22.04 10:54:44,522|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:54:44,522|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851279,343000},0}. 
"22.04 10:54:44,522|" getClientNNr hat status: ExpectedNNR Result: 1. 
